QID,question,answer,correct,choice
1332,Which of these veteran filmmakers has directed an R-rated movie?,Chris Columbus,FALSE,A
1332,Which of these veteran filmmakers has directed an R-rated movie?,JJ Abrams,FALSE,C
1332,Which of these veteran filmmakers has directed an R-rated movie?,Nancy Meyers,TRUE,B
798,Which of these vice presidents served under a president carved on Mount Rushmore?,Elbridge Gerry,FALSE,C
798,Which of these vice presidents served under a president carved on Mount Rushmore?,Hannibal Hamlin,TRUE,B
798,Which of these vice presidents served under a president carved on Mount Rushmore?,Henry Wallace,FALSE,A
1442,Which of these video game companies first made playing cards?,Atari,FALSE,B
1442,Which of these video game companies first made playing cards?,Nintendo,TRUE,A
1442,Which of these video game companies first made playing cards?,Sega,FALSE,C
983,Which of these video game consoles was released first?,Game Boy Color,FALSE,C
983,Which of these video game consoles was released first?,Sega Saturn,TRUE,B
983,Which of these video game consoles was released first?,Sony PlayStation,FALSE,A
592,Which of these was a real video game title featured in arcades in the 1980s?,Dig Dug 3,FALSE,B
592,Which of these was a real video game title featured in arcades in the 1980s?,Donkey Kong 3,TRUE,C
592,Which of these was a real video game title featured in arcades in the 1980s?,Pac-Man 3,FALSE,A
799,Which of these was inducted into the National Toy Hall of Fame first?,Game Boy,TRUE,B
799,Which of these was inducted into the National Toy Hall of Fame first?,Rubik’s Cube,FALSE,C
799,Which of these was inducted into the National Toy Hall of Fame first?,Wiffle ball,FALSE,A
641,Which of these was NOT a phone made by BlackBerry?,Atom,TRUE,B
641,Which of these was NOT a phone made by BlackBerry?,Electron,FALSE,A
641,Which of these was NOT a phone made by BlackBerry?,Quark,FALSE,C
757,Which of these was NOT invented by the same company as the other two?,Ace bandages,FALSE,C
757,Which of these was NOT invented by the same company as the other two?,Band-Aid,TRUE,B
757,Which of these was NOT invented by the same company as the other two?,Nexcare Blister Bandages,FALSE,A
836,Which of these was NOT one of the canonical seven wonders of the ancient world?,Library,TRUE,C
836,Which of these was NOT one of the canonical seven wonders of the ancient world?,Lighthouse,FALSE,A
836,Which of these was NOT one of the canonical seven wonders of the ancient world?,Mausoleum,FALSE,B
509,Which of these was the name of an American political splinter group?,Gubbins,FALSE,B
509,Which of these was the name of an American political splinter group?,Mugwumps,TRUE,A
509,Which of these was the name of an American political splinter group?,Ratoons,FALSE,C
426,Which of these was the name of one of Gap's original fragrances?,Eternity,FALSE,A
426,Which of these was the name of one of Gap's original fragrances?,Grass,TRUE,B
426,Which of these was the name of one of Gap's original fragrances?,Paradise,FALSE,C
356,Which of these web services was developed in the Noughties by a Russian schoolboy?,Bebo,FALSE,B
356,Which of these web services was developed in the Noughties by a Russian schoolboy?,ChatRoulette,TRUE,A
356,Which of these web services was developed in the Noughties by a Russian schoolboy?,MySpace,FALSE,C
70,"Which of these websites is an online database for movies, television and video games?",IMDb,TRUE,B
70,"Which of these websites is an online database for movies, television and video games?",Petfinder,FALSE,A
70,"Which of these websites is an online database for movies, television and video games?",Yelp,FALSE,C
705,Which of these winds is the fastest on the Beaufort Wind Scale?,Near gale,FALSE,B
705,Which of these winds is the fastest on the Beaufort Wind Scale?,Storm,TRUE,C
705,Which of these winds is the fastest on the Beaufort Wind Scale?,Strong gale,FALSE,A
1440,Which of these words can describe both a hat and a type of sleeve?,Bowler,FALSE,C
1440,Which of these words can describe both a hat and a type of sleeve?,Cap,TRUE,A
1440,Which of these words can describe both a hat and a type of sleeve?,Tam,FALSE,B
374,Which of these words can NOT be typed exclusively using one row of a QWERTY keyboard?,Pirouetted,TRUE,C
374,Which of these words can NOT be typed exclusively using one row of a QWERTY keyboard?,Powertripper,FALSE,A
374,Which of these words can NOT be typed exclusively using one row of a QWERTY keyboard?,Typewriter,FALSE,B
1436,Which of these words has won Oxford Dictionaries Word of the Year?,Hundo,FALSE,A
1436,Which of these words has won Oxford Dictionaries Word of the Year?,Unfriend,TRUE,B
1436,Which of these words has won Oxford Dictionaries Word of the Year?,Yassss,FALSE,C
1289,Which of these words is a synonym for “unstable”?,Fickle,TRUE,C
1289,Which of these words is a synonym for “unstable”?,Sickle,FALSE,B
1289,Which of these words is a synonym for “unstable”?,Trickle,FALSE,A
1194,Which of these words is also a common term in arithmetic?,Discord,FALSE,A
1194,Which of these words is also a common term in arithmetic?,Dissolution,FALSE,B
1194,Which of these words is also a common term in arithmetic?,Division,TRUE,C
676,Which of these words is believed to come from a European dice game?,Hijinks,TRUE,C
676,Which of these words is believed to come from a European dice game?,Shenanigans,FALSE,A
676,Which of these words is believed to come from a European dice game?,Tomfoolery,FALSE,B
993,Which of these words is considered a contronym?,Dart,FALSE,B
993,Which of these words is considered a contronym?,Seed,TRUE,C
993,Which of these words is considered a contronym?,Waste,FALSE,A
1341,Which of these words is NOT part of the diving acronym SCUBA?,Apparatus,FALSE,A
1341,Which of these words is NOT part of the diving acronym SCUBA?,Contained,FALSE,B
1341,Which of these words is NOT part of the diving acronym SCUBA?,Sport,TRUE,C
1401,Which of these words is used to refer to more than one ferret?,Business,TRUE,A
1401,Which of these words is used to refer to more than one ferret?,Clever,FALSE,C
1401,Which of these words is used to refer to more than one ferret?,Punch,FALSE,B
379,Which of these words likely came into English through Yiddish?,Glitch,TRUE,A
379,Which of these words likely came into English through Yiddish?,Kerfuffle,FALSE,C
379,Which of these words likely came into English through Yiddish?,Ritzy,FALSE,B
764,Which of these words means “in three pieces?”,Terracotta,FALSE,C
764,Which of these words means “in three pieces?”,Tripartite,TRUE,A
764,Which of these words means “in three pieces?”,Troglodyte,FALSE,B
1549,Which of these words means the opposite of “deasil”?,Catty-corner,FALSE,A
1549,Which of these words means the opposite of “deasil”?,Clockwise,FALSE,C
1549,Which of these words means the opposite of “deasil”?,Widdershins,TRUE,B
1148,Which of these words refers to a part of a bird’s stomach that grinds food?,Doozle,FALSE,C
1148,Which of these words refers to a part of a bird’s stomach that grinds food?,Gizzard,TRUE,A
1148,Which of these words refers to a part of a bird’s stomach that grinds food?,Mizzen,FALSE,B
1297,Which of these words was invented by Jonathan Swift and is a synonym for “big”?,Brobdingnagian,TRUE,A
1297,Which of these words was invented by Jonathan Swift and is a synonym for “big”?,Gargantuan,FALSE,C
1297,Which of these words was invented by Jonathan Swift and is a synonym for “big”?,Lilliputian,FALSE,B
450,Which of these words was used for a long time to refer to the letter “Z”?,Izzard,TRUE,A
450,Which of these words was used for a long time to refer to the letter “Z”?,Zelda,FALSE,C
450,Which of these words was used for a long time to refer to the letter “Z”?,Zephyr,FALSE,B
1308,Which of these would a doctor most likely make use of?,Armamentarium,TRUE,C
1308,Which of these would a doctor most likely make use of?,Clinopinacoid,FALSE,A
1308,Which of these would a doctor most likely make use of?,Xiphiplastron,FALSE,B
711,Which of these would be classified using the Aarne-Thompson-Uther system?,Aesop's Fables,TRUE,B
711,Which of these would be classified using the Aarne-Thompson-Uther system?,Blood-borne viruses,FALSE,C
711,Which of these would be classified using the Aarne-Thompson-Uther system?,Meteor showers,FALSE,A
1314,Which of these would be considered a peccadillo?,Identity theft,FALSE,B
1314,Which of these would be considered a peccadillo?,Kidnapping,FALSE,C
1314,Which of these would be considered a peccadillo?,Tardiness,TRUE,A
575,Which of theses video games is an example of an augmented-reality game?,Ingress,TRUE,C
575,Which of theses video games is an example of an augmented-reality game?,Pokémon Dash,FALSE,A
575,Which of theses video games is an example of an augmented-reality game?,Super Mario Run,FALSE,B
378,Which pair of countries can be found on the Horn of Africa?,Egypt / Ethiopia,FALSE,A
378,Which pair of countries can be found on the Horn of Africa?,Eritrea / Egypt,FALSE,C
378,Which pair of countries can be found on the Horn of Africa?,Ethiopia / Eritrea,TRUE,B
1105,Which pair of nations has units of currency with the same name?,Egypt / Australia,FALSE,A
1105,Which pair of nations has units of currency with the same name?,Fiji / Gabon,FALSE,B
1105,Which pair of nations has units of currency with the same name?,India / Seychelles,TRUE,C
288,Which performer did NOT get booed while debuting at the Apollo Theater Amateur Night?,Dave Chappelle,FALSE,C
288,Which performer did NOT get booed while debuting at the Apollo Theater Amateur Night?,Lauryn Hill,FALSE,A
288,Which performer did NOT get booed while debuting at the Apollo Theater Amateur Night?,T-Pain,TRUE,B
1262,Which person is NOT mentioned in REM’s “It’s the End of the World as We Know It”?,Leonard Cohen,TRUE,A
1262,Which person is NOT mentioned in REM’s “It’s the End of the World as We Know It”?,Leonid Brezhnev,FALSE,B
1262,Which person is NOT mentioned in REM’s “It’s the End of the World as We Know It”?,Lester Bangs,FALSE,C
256,Which philosopher directly inspired many of the lyrics on Radiohead’s “OK Computer”?,Adam Smith,FALSE,B
256,Which philosopher directly inspired many of the lyrics on Radiohead’s “OK Computer”?,Friedrich Nietzsche,FALSE,A
256,Which philosopher directly inspired many of the lyrics on Radiohead’s “OK Computer”?,Noam Chomsky,TRUE,C
1532,Which phrase consists of two football terms AND describes an arrangement of pulleys?,Block and tackle,TRUE,C
1532,Which phrase consists of two football terms AND describes an arrangement of pulleys?,Punt and down,FALSE,B
1532,Which phrase consists of two football terms AND describes an arrangement of pulleys?,Snap and line,FALSE,A
595,Which physical activity is performed in a space known as a “box”?,Crossfit,TRUE,B
595,Which physical activity is performed in a space known as a “box”?,Hiking,FALSE,C
595,Which physical activity is performed in a space known as a “box”?,Tubing,FALSE,A
503,Which piece of camping gear do people typically sleep in?,Propane stove,FALSE,B
503,Which piece of camping gear do people typically sleep in?,Sleeping bag,TRUE,C
503,Which piece of camping gear do people typically sleep in?,Swiss Army knife,FALSE,A
363,Which piece of clothing is meant to protect your head from the cold?,Earmuffs,TRUE,A
363,Which piece of clothing is meant to protect your head from the cold?,Giant clock necklace,FALSE,B
363,Which piece of clothing is meant to protect your head from the cold?,Toe socks,FALSE,C
377,Which planet is famous for its massive and picturesque rings?,Mercury,FALSE,C
377,Which planet is famous for its massive and picturesque rings?,Saturn,TRUE,B
377,Which planet is famous for its massive and picturesque rings?,Venus,FALSE,A
733,Which plant is considered customary in an English royal wedding bouquet?,Baby’s-breath,FALSE,B
733,Which plant is considered customary in an English royal wedding bouquet?,Myrtle,TRUE,A
733,Which plant is considered customary in an English royal wedding bouquet?,Roses,FALSE,C
